Soal,Jawaban,Nilai_1,Nilai_2,Rata-rata
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena jika mereka menyumbangkan dengan barang akan berguna kedepanya,1.0,1.5,1.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,untuk meningkatkan kualitas barang yang memuaskan untuk konsumen da menjadikan produksi pakaian menjadi lebih beretika,3.0,3.5,3.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,pakian awet adalah alternatif terhadap fast fashion pakian awet lebih mahal biaya produk dan harga belinya tetapi karena pakaian itu di buat untuk bertahan dengan lama,0.5,0.5,0.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,menurut saya para konsumen yang mengerti kondisi kerja yang tidak layak mereka akan merasa iba dan lebih mengiklaskan 2 euro tersebut dibanding membeli kaosnya sehingga para pekerja bisa mempunyai kondisi kerja dan penghasilan yang baik,5.0,5.0,5.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena menurut mereka pakaian tersebut tidak beretika,2.5,2.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna itu lebih bermanfaat untuk orang lain daripada harus terbuang sia sia,2.0,1.5,1.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,2 euro tersebut sbg upaya untuk prokduksi pakaian menjadi beretika,2.5,2.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karna dapat membantu orang,1.5,3.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena kasihan dengan kondisi para pekerja,3.0,3.0,3.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena pakain tersebut tidak layak untuk dipakai,0.0,0.0,0.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena daripada dibuang dan menjadi sampah lebih baik disumbangkan,1.0,1.0,1.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena konsumen berpikir lebih baik menyumbang kan ny dari pada harus menjual ny,0.5,0.0,0.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena akan lebih baik lagi dari sebelumnya,0.5,0.0,0.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena pakaian itu beretika,1.0,1.0,1.0
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena banyak yang membutuhkan,2.5,3.0,2.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena kalau dibuang dapat merugikan makanya sebagian besar orang menyumbangkannya,2.0,1.0,1.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,kerena mereka ingin membantu perusahaan itu untuk membuat produksi pakaian menjadi lebih beretika dan membantu karyawan nya mendapat upah layak dan kondisi kerja yang baik,3.5,4.0,3.75
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,2.5,2.0,2.25
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena jika membeli pakaian lagi akan memenuhi pakaian lemari dan yg sudah tdk layak akan dibaung maka kebanyakan orng memilih untuk disumbangkan kpda orng lain dan sumbangan baju tersebut layak untuk diapakai yg kurang mampu,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,karena konsumen melihat dari kondisi kerja di sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan 2 euro untuk membuat produksi pakaian yang lebih beretika,3.5,3.5,3.5
sebuah toko baju berkonsep self service menawarkan promosi dua buah baju bertema tahun baru seharga rp50 000 00 sebelum baju bertema tahun baru dibagikan kepada pembeli sebuah layar akan menampilkan tampilan gambar yang menampilkan kondisi kerja di dalam sebuah pabrik konveksi pembuatan baju kemudian pembeli diberi program pilihan untuk menyelesaikan pembeliannya atau menyumpangkan rp50 000 00 untuk dijadikan donasi pembagian baju musim dingin di suatu daerah yang membutuhkan delapan dari sepuluh pembeli memilih untuk memberikan donasi menurut anda mengapa banyak dari pembeli yang memilih berdonasi,menurut saya kebayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja di pabrik tersebut masyarakat menaruh harapan kelak perusahaan tersebut dapat memproduksi pakaian menjadi lebih beretika,4.5,4.5,4.5
